Destination,Destination IP,Hop,IP,ASN,City,Region,Country,Loc,Postal,Timezone,RTT1,RTT2,RTT3,Source
msn.com,204.79.197.219,3.0,104.44.231.7,AS8075 Microsoft Corporation,Vienna,Vienna,AT,"48.2085,16.3721",1010,Europe/Vienna,228.96,*,229.14,tranco-top1k
amazonaws.com,207.171.166.22,5.0,*,,,,,,,,*,*,*,tranco-top1k
workers.dev,104.18.12.15,3.0,162.158.20.248,"AS13335 Cloudflare, Inc.",Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,232.86,233.01,*,tranco-top1k
x.com,162.159.140.229,1.0,142.251.250.194,AS15169 Google LLC,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,236.28,*,*,tranco-top1k
whatsapp.com,157.240.203.60,2.0,192.178.99.210,AS15169 Google LLC,Milan,Lombardy,IT,"45.4643,9.1895",20121,Europe/Rome,*,245.72,239.17,tranco-top1k
wordpress.org,198.143.164.252,5.0,*,,,,,,,,*,*,*,tranco-top1k
pinterest.com,151.101.192.84,3.0,*,,,,,,,,*,*,*,tranco-top1k
youtube.com,142.250.75.142,5.0,*,,,,,,,,*,*,*,tranco-top1k
gstatic.com,142.250.75.163,4.0,*,,,,,,,,*,*,*,tranco-top1k
live.com,204.79.197.212,3.0,*,,,,,,,,*,*,*,tranco-top1k
tiktokv.com,23.204.132.201,3.0,23.223.62.132,AS20940 Akamai International B.V.,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,*,224.95,*,tranco-top1k
whatsapp.net,157.240.9.53,3.0,157.240.64.126,"AS32934 Facebook, Inc.",Sofia,Sofia-Capital,BG,"42.6975,23.3241",1000,Europe/Sofia,240.41,233.64,*,tranco-top1k
appsflyersdk.com,13.226.2.121,4.0,150.222.8.66,,Mumbai,Maharashtra,IN,"19.0728,72.8826",400017,Asia/Kolkata,*,8.28,229.1,tranco-top1k
adobe.com,92.123.102.209,4.0,62.115.124.60,AS1299 Arelion Sweden AB,Frankfurt am Main,Hesse,DE,"50.1155,8.6842",60306,Europe/Berlin,*,220.43,*,tranco-top1k
windows.net,20.76.201.171,4.0,104.44.33.109,AS8075 Microsoft Corporation,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,223.08,*,*,tranco-top1k
digicert.com,45.60.121.229,3.0,198.32.118.41,,New York City,New York,US,"40.7143,-74.0060",10001,America/New_York,*,221.29,*,tranco-top1k
dzen.ru,5.61.23.39,5.0,*,,,,,,,,*,*,*,tranco-top1k
cloudflare.com,104.16.132.229,3.0,162.158.20.246,"AS13335 Cloudflare, Inc.",Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,*,230.82,*,tranco-top1k
bing.com,150.171.27.10,2.0,104.44.59.175,AS8075 Microsoft Corporation,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",,Asia/Jerusalem,*,*,2.17,tranco-top1k
domaincontrol.com,127.0.0.1,6.0,*,,,,,,,,*,*,*,tranco-top1k
sharepoint.com,13.107.138.10,4.0,104.44.41.67,AS8075 Microsoft Corporation,Vienna,Vienna,AT,"48.2085,16.3721",1010,Europe/Vienna,237.25,*,*,tranco-top1k
netflix.com,52.214.181.141,4.0,*,,,,,,,,*,*,*,tranco-top1k
skype.com,20.76.201.171,3.0,*,,,,,,,,*,*,*,tranco-top1k
goo.gl,142.250.75.110,4.0,192.178.108.229,AS15169 Google LLC,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",,Asia/Jerusalem,2.31,*,*,tranco-top1k
wikipedia.org,185.15.59.224,3.0,*,,,,,,,,*,*,*,tranco-top1k
fastly.net,151.101.1.6,2.0,*,,,,,,,,*,*,*,tranco-top1k
doubleclick.net,142.250.75.46,4.0,192.178.108.151,AS15169 Google LLC,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",,Asia/Jerusalem,*,*,3.35,tranco-top1k
azure.com,20.112.250.133,5.0,104.44.31.68,AS8075 Microsoft Corporation,Redmond,Washington,US,"47.6740,-122.1215",98052,America/Los_Angeles,234.79,*,246.32,tranco-top1k
ntp.org,204.93.207.22,2.0,*,,,,,,,,*,*,*,tranco-top1k
office.com,13.107.6.156,6.0,*,,,,,,,,*,*,*,tranco-top1k
vimeo.com,162.159.128.61,3.0,162.158.20.246,"AS13335 Cloudflare, Inc.",Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,*,224.12,*,tranco-top1k
instagram.com,157.240.234.174,4.0,*,,,,,,,,*,*,*,tranco-top1k
msn.com,204.79.197.219,4.0,104.44.41.67,AS8075 Microsoft Corporation,Vienna,Vienna,AT,"48.2085,16.3721",1010,Europe/Vienna,*,*,237.12,tranco-top1k
googlesyndication.com,142.250.75.196,4.0,192.178.109.43,AS15169 Google LLC,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",,Asia/Jerusalem,*,3.03,5.05,tranco-top1k
google.com,142.250.75.46,5.0,142.251.67.29,AS15169 Google LLC,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",,Asia/Jerusalem,2.98,*,1.39,tranco-top1k
linkedin.com,150.171.22.12,4.0,*,,,,,,,,*,*,*,tranco-top1k
spotify.com,35.186.224.24,1.0,*,,,,,,,,*,*,*,tranco-top1k
wordpress.org,198.143.164.252,6.0,*,,,,,,,,*,*,*,tranco-top1k
googlevideo.com,142.250.75.68,3.0,192.178.244.68,AS15169 Google LLC,Petaẖ Tiqva,Central District,IL,"32.0871,34.8875",,Asia/Jerusalem,3.22,3.38,*,tranco-top1k
yahoo.com,98.137.11.163,4.0,209.191.64.56,AS10310 Oath Holdings Inc.,Chicago,Illinois,US,"41.8500,-87.6500",60666,America/Chicago,*,*,235.54,tranco-top1k
github.com,20.217.135.5,3.0,104.44.231.251,AS8075 Microsoft Corporation,Tel Aviv,Tel Aviv,IL,"32.0809,34.7806",,Asia/Jerusalem,*,3.46,*,tranco-top1k
bing.com,150.171.27.10,3.0,104.44.231.7,AS8075 Microsoft Corporation,Vienna,Vienna,AT,"48.2085,16.3721",1010,Europe/Vienna,*,237.35,*,tranco-top1k
windows.net,20.76.201.171,5.0,104.44.230.197,AS8075 Microsoft Corporation,Marseille,Provence-Alpes-Côte d'Azur,FR,"43.2970,5.3811",13000,Europe/Paris,-268.14,-1262.12,*,tranco-top1k
fbcdn.net,157.240.234.35,5.0,129.134.95.140,"AS32934 Facebook, Inc.",Sofia,Sofia-Capital,BG,"42.6975,23.3241",1000,Europe/Sofia,225.44,*,*,tranco-top1k
roblox.com,128.116.44.3,3.0,*,,,,,,,,*,*,*,tranco-top1k
live.com,204.79.197.212,4.0,*,,,,,,,,*,*,*,tranco-top1k
